time,side,gross_r,net_r,exit,risk_pct,hold_bars
2020-01-03 04:45:00+00:00,1,1.6083531644756461,1.5353770964985345,timeout,2.466562052321806,289
2020-01-07 22:15:00+00:00,1,0.0034353702504910165,-0.035360228413922064,timeout,4.639701569165696,289
2020-01-08 22:30:00+00:00,1,0.19251322256884273,0.1622663859060054,timeout,5.951035541549911,289
2020-01-10 16:45:00+00:00,1,0.2584196038496072,0.21535147560017426,timeout,4.179424723487255,289
2020-01-12 00:30:00+00:00,1,2.279704575162853,2.2366755109471415,timeout,4.183219023719192,289
2020-01-28 05:45:00+00:00,1,0.9796866254487993,0.9248885643858987,timeout,3.2847877554168416,289
2020-02-09 03:45:00+00:00,1,-1.0,-1.0782241265371222,stop,2.301080343985417,105
2020-02-11 15:45:00+00:00,1,0.40251821056985176,0.32782908242679065,timeout,2.40998930467128,289
2020-02-16 03:00:00+00:00,1,-1.0,-1.0594282671087203,stop,3.02886166394018,55
2020-02-18 19:30:00+00:00,1,-1.0,-1.0509130033740957,stop,3.535442579912365,106
2020-02-26 14:15:00+00:00,1,-1.0,-1.0378249756805489,stop,4.758760495186858,11
2020-04-12 16:15:00+00:00,1,-1.0,-1.062991577486406,stop,2.8575248816215963,32
2020-04-16 12:45:00+00:00,1,0.3699253588400999,0.33901858069122287,timeout,5.823965187602062,289
2020-04-17 15:15:00+00:00,1,0.106368739107752,0.06279877009358571,timeout,4.131285930946496,289
2020-04-20 13:00:00+00:00,1,-1.0,-1.0572204505585752,stop,3.1457284632133176,26
2020-05-03 00:45:00+00:00,1,-1.0,-1.0531968178755142,stop,3.383661038169942,48
2020-05-05 08:45:00+00:00,1,2.4390640875273832,2.397755290182942,wick,4.357425332408585,253
2020-05-11 12:30:00+00:00,1,-1.0,-1.0244188223874544,stop,7.371362842316167,17
2020-05-13 12:30:00+00:00,1,1.1541860688071683,1.1129807570806611,timeout,4.368368845131353,289
2020-05-21 19:45:00+00:00,1,-0.15890734126836836,-0.19267014043586625,timeout,5.331311515583073,289
2020-05-24 20:00:00+00:00,1,-1.0,-1.051132157445485,stop,3.520289559303428,15
2020-07-27 01:15:00+00:00,1,2.4334542509132175,2.372786665601276,wick,2.9669880394031347,64
2020-07-28 04:15:00+00:00,1,-0.019889045383749478,-0.044755384492801975,timeout,7.238701250336913,289
2020-07-29 06:45:00+00:00,1,1.11104918234272,1.0745229245004058,timeout,4.927961708452836,289
2020-07-30 07:00:00+00:00,1,-1.0,-1.0397793918551073,stop,4.524956054019954,279
2020-08-02 13:15:00+00:00,1,0.6411059626440301,0.6179445402204048,timeout,7.7715434185248915,289
2020-08-10 03:00:00+00:00,1,-1.0,-1.0719139599255973,stop,2.5029910769234425,30
2020-08-18 15:30:00+00:00,1,-0.5907241349363727,-0.6344252784681341,timeout,4.118885352946842,289
2020-09-01 16:45:00+00:00,1,-1.0,-1.071304865103762,stop,2.5243719308362227,62
2020-10-21 01:30:00+00:00,1,2.5284840575559526,2.463733967733625,wick,2.779918923570841,80
2020-10-22 18:00:00+00:00,1,-0.11897446679898453,-0.16065170523130318,timeout,4.318904197366849,289
2020-10-25 06:45:00+00:00,1,1.4350725625591796,1.3855425627403228,timeout,3.634161127767078,289
2020-10-26 09:00:00+00:00,1,-1.0,-1.0840517075918183,stop,2.1415388831139146,36
2020-10-28 17:30:00+00:00,1,1.1847369571093282,1.1489531636945365,wick,5.030210126509246,258
2020-11-04 17:15:00+00:00,1,1.5907065117887564,1.5432886270790587,wick,3.7960360547923537,105
2020-11-05 19:45:00+00:00,1,0.3483330505727151,0.3170885005304822,timeout,5.761004711435951,289
2020-11-08 02:00:00+00:00,1,0.39395161904171233,0.36527571537211606,timeout,6.277047170821878,289
2020-11-09 17:00:00+00:00,1,0.8700851677097916,0.8393419671669283,wick,5.8549531870970215,197
2020-11-12 15:30:00+00:00,1,-0.04160405936046569,-0.07860814782573888,timeout,4.8643273612569216,289
2020-11-13 16:45:00+00:00,1,0.6431589749997142,0.5963368020758288,timeout,3.8443324766795843,289
2020-11-14 22:15:00+00:00,1,1.8293353328214843,1.7736046127535574,wick,3.229816513775675,246
2020-11-16 04:30:00+00:00,1,2.083429689522383,2.0188170842669426,wick,2.7858341153152018,125
2020-11-17 13:00:00+00:00,1,1.575800640780522,1.5203812514205761,wick,3.2479607241954596,83
2020-11-19 18:15:00+00:00,1,0.5439572947648708,0.5101727337336045,timeout,5.327877424052286,289
2020-11-22 12:30:00+00:00,1,0.9584207125787673,0.9232514413506735,wick,5.118104348327047,181
2020-11-24 12:30:00+00:00,1,-1.0,-1.0364966826948685,stop,4.93195509040903,155
2020-11-26 12:15:00+00:00,1,0.4958447609527076,0.47665947974903095,timeout,9.382192426009631,289
2020-11-27 20:30:00+00:00,1,2.098015258532105,2.0711008580410493,timeout,6.6878695685538005,289
2020-11-29 08:30:00+00:00,1,1.1718731469538084,1.12269105374288,wick,3.6598686279583474,233
2020-12-01 16:45:00+00:00,1,-0.0854023799153096,-0.10648464932759615,timeout,8.537980256295262,289
2020-12-02 18:30:00+00:00,1,0.05969780470634345,0.03151667620291865,timeout,6.387253085983585,289
2020-12-04 18:45:00+00:00,1,-0.0850766033106546,-0.12932821428287603,timeout,4.0676485227395105,289
2020-12-05 22:15:00+00:00,1,-0.551200802353244,-0.6127270384403634,timeout,2.9255812064486646,289
2020-12-07 20:45:00+00:00,1,-1.0,-1.0659417556692403,stop,2.7296816436442577,105
2020-12-09 01:30:00+00:00,1,0.08123164691395597,0.037846893030378824,timeout,4.1489229253905515,289
2020-12-11 19:15:00+00:00,1,1.5608598683814463,1.5163366304494246,timeout,4.042832650105656,289
2020-12-13 22:45:00+00:00,1,4.371590782038221,4.306403028538099,timeout,2.7612548421332446,289
2020-12-18 03:15:00+00:00,1,0.4625346784152002,0.4415691891619726,wick,8.58553777714914,149
2020-12-19 05:30:00+00:00,1,0.908335455288787,0.8684281102700773,wick,4.510447886613618,44
2020-12-21 15:00:00+00:00,1,0.45734446191854355,0.4323089541826084,wick,7.189788275858841,186
2020-12-23 12:30:00+00:00,1,0.5114065141706051,0.4770955812711972,wick,5.246141238063107,4
2020-12-24 13:00:00+00:00,1,0.5516009468099766,0.5201516266879228,wick,5.723494158265608,84
2020-12-25 15:15:00+00:00,1,0.6166075578848427,0.5823801701257191,wick,5.258946469031056,49
2020-12-27 19:15:00+00:00,1,0.3346256207930732,0.31183623568637914,wick,7.898414071168931,230
2020-12-28 20:15:00+00:00,1,0.5701607662566207,0.5397781524216989,wick,5.924440898271495,130
2020-12-29 21:15:00+00:00,1,0.6228169410202393,0.5862459489236164,wick,4.921933742580138,30
2020-12-31 10:15:00+00:00,1,0.90597397221459,0.874751223597711,wick,5.76502735901644,203
2021-01-01 18:15:00+00:00,1,1.0579428981526635,1.018811800042512,wick,4.599922023484008,75
2021-01-03 00:30:00+00:00,1,0.606514754987674,0.5864679130699808,wick,8.97897039040013,21
2021-01-04 02:45:00+00:00,1,-1.0,-1.0197101241045132,stop,9.132362589172342,30
2021-01-05 07:15:00+00:00,1,0.6857966773154973,0.6713336971990423,wick,12.445567825624575,50
2021-01-06 08:45:00+00:00,1,0.7046814567968063,0.6855954484762431,wick,9.430992430516167,61
2021-01-07 09:30:00+00:00,1,0.2530455885921044,0.23229364055843021,wick,8.673884481009388,11
2021-01-08 12:15:00+00:00,1,-1.0,-1.0166838151806126,stop,10.788899184712172,223
2021-01-09 17:15:00+00:00,1,-1.0,-1.0202928811275482,stop,8.870105672458948,108
2021-01-10 19:15:00+00:00,1,-1.0,-1.0199985050840015,stop,9.00067276248546,33
2021-01-12 01:15:00+00:00,1,0.5425443664658981,0.5322071086398844,wick,17.41274166027186,242
2021-01-13 03:15:00+00:00,1,0.3698685498689914,0.35645456198626874,wick,13.418828283857408,63
2021-01-14 10:15:00+00:00,1,0.4327450838803224,0.4105325122359459,wick,8.103519163913209,22
2021-01-15 18:15:00+00:00,1,0.49345538047385107,0.4748734297101301,wick,9.686819338227307,72
2021-01-16 18:30:00+00:00,1,-1.0,-1.0209100834829574,stop,8.608287008835127,63
2021-01-18 02:00:00+00:00,1,0.26843776416835724,0.24455637544202724,wick,7.537250118186978,47
2021-01-19 11:00:00+00:00,1,-1.0,-1.0288349551197058,stop,6.24242344934285,70
2021-01-20 12:15:00+00:00,1,-1.0,-1.023826680605861,stop,7.554556296680418,96
2021-01-21 19:30:00+00:00,1,-1.0,-1.0172565953032044,stop,10.430794536079532,23
2021-01-23 06:00:00+00:00,1,0.20701277354332254,0.18564944361594937,wick,8.425652770983204,237
2021-01-24 23:45:00+00:00,1,0.2696134113825188,0.24007554940526676,wick,6.093873691285545,10
2021-01-26 17:15:00+00:00,1,-1.0,-1.0208448381315949,stop,8.635231363450648,87
2021-01-28 03:45:00+00:00,1,0.26889762138065,0.24983732175999004,wick,9.443713036121077,42
2021-01-29 05:00:00+00:00,1,1.233764878125214,1.2091096210311323,wick,7.300674225912128,17
2021-01-30 08:15:00+00:00,1,0.008000833103768156,-0.007024493339278124,timeout,11.979772997431546,289
2021-01-31 12:45:00+00:00,1,0.3751095935091124,0.3456515938970362,wick,6.110394540375028,191
2021-02-02 06:30:00+00:00,1,0.5228788972781674,0.48905862357488894,wick,5.322251427626715,24
2021-02-03 08:30:00+00:00,1,0.40540580979943347,0.37038535651462945,wick,5.139853517490169,29
2021-02-04 10:00:00+00:00,1,0.5431140976784627,0.5143526553883487,wick,6.258378776153039,161
2021-02-05 12:45:00+00:00,1,0.34565133883116383,0.3127848962671984,wick,5.476710771166667,54
2021-02-06 13:15:00+00:00,1,-1.0,-1.0342117629594951,stop,5.261348274074934,63
2021-02-08 14:15:00+00:00,1,0.27944093424193006,0.2586121141059767,wick,8.641872118781002,32
2021-02-09 18:45:00+00:00,1,0.2818291179124639,0.26179135291667993,wick,8.98303778080403,214
2021-02-10 19:00:00+00:00,1,0.7121766677414224,0.6899947320213802,wick,8.11471109968835,78
2021-02-11 20:30:00+00:00,1,0.10538376442591828,0.07915047228780958,timeout,6.861510139572484,289
2021-02-13 03:15:00+00:00,1,0.2570337691547258,0.22408353136878797,wick,5.4627830357211735,110
2021-02-14 05:45:00+00:00,1,0.33069877577470114,0.2879835995152488,wick,4.213958966402917,4
2021-02-15 06:30:00+00:00,1,0.2553639106603172,0.2283192259083792,wick,6.65565162437699,22
2021-02-16 07:00:00+00:00,1,0.23735857871141,0.2057260789024576,wick,5.690350148964759,24
